# Program:featureCounts v2.0.3; Command:"featureCounts" "-a" "/scratch/lukens/Assignment_2_Genome/genomic.gtf" "-o" "gene_counts.txt" "-T" "8" "-t" "exon" "-g" "gene_id" "-s" "2" "SRR10551657_1.fastqAligned.out.bam" "SRR10551658_1.fastqAligned.out.bam" "SRR10551659_1.fastqAligned.out.bam" "SRR10551660.fastqAligned.out.bam" "SRR10551661.fastqAligned.out.bam" "SRR10551662.fastqAligned.out.bam" "SRR10551663_1.fastqAligned.out.bam" "SRR10551664_1.fastqAligned.out.bam" "SRR10551665_1.fastqAligned.out.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR10551657_1.fastqAligned.out.bam	SRR10551658_1.fastqAligned.out.bam	SRR10551659_1.fastqAligned.out.bam	SRR10551660.fastqAligned.out.bam	SRR10551661.fastqAligned.out.bam	SRR10551662.fastqAligned.out.bam	SRR10551663_1.fastqAligned.out.bam	SRR10551664_1.fastqAligned.out.bam	SRR10551665_1.fastqAligned.out.bam
YPL171C	NC_001148.4	226169	227371	-	1203	287	192	252	669	456	534	116	113	116
YPL170W	NC_001148.4	228314	228772	+	459	36	23	31	38	39	21	24	43	36
YPL169C	NC_001148.4	229039	230838	-	1800	60	28	33	144	90	51	51	61	49
YPL168W	NC_001148.4	231217	232509	+	1293	64	30	45	36	53	12	40	66	64
YPL167C	NC_001148.4	232593	237107	-	4515	67	47	38	61	65	26	99	99	113
YPL166W	NC_001148.4	237338	237979	+	642	20	13	12	16	20	6	40	33	27
YPL165C	NC_001148.4	237956	239077	-	1122	24	22	20	45	39	21	80	80	71
YPL164C	NC_001148.4	239350	241497	-	2148	21	11	10	25	17	7	31	35	45
YPL163C	NC_001148.4	241918	242700	-	783	34	28	31	31	19	16	15	13	5
YPL162C	NC_001148.4	243206	244027	-	822	12	7	17	29	14	15	13	8	9
YPL161C	NC_001148.4	244319	246220	-	1902	17	8	9	27	23	11	23	18	30
YPL160W	NC_001148.4	246990	250262	+	3273	145	89	102	340	170	155	186	204	209
YPL159C	NC_001148.4	250907	251668	-	762	172	84	104	86	96	36	94	130	121
YPL158C	NC_001148.4	252034	254310	-	2277	91	65	66	61	53	23	24	33	28
YPL157W	NC_001148.4	254814	255761	+	948	8	5	8	19	10	11	11	11	10
YPL156C	NC_001148.4	255913	256767	-	855	53	47	33	20	33	11	39	42	44
YPL155C	NC_001148.4	257216	259336	-	2121	16	10	15	32	29	22	42	28	33
YPL154C	NC_001148.4	259714	260931	-	1218	1253	926	1084	742	567	443	662	693	660
YPL153C	NC_001148.4	261727	264192	-	2466	19	20	17	45	26	30	28	24	21
YPL152W-A	NC_001148.4	264602	264700	+	99	1	2	0	0	0	1	0	0	0
YPL152W	NC_001148.4	265028	266104	+	1077	39	42	29	84	72	49	70	92	90
YPL151C	NC_001148.4	266180	267535	-	1356	30	13	23	29	45	15	33	40	37
YPL150W	NC_001148.4	268188	270893	+	2706	34	24	30	103	62	43	90	110	118
YPL149W	NC_001148.4	271310	272194	+	885	22	18	13	42	29	45	41	36	35
YPL148C	NC_001148.4	272294	272815	-	522	3	2	1	24	11	10	12	8	11
YPL147W	NC_001148.4	273255	275867	+	2613	40	32	35	44	37	28	55	71	53
YPL146C	NC_001148.4	276162	277529	-	1368	97	63	98	62	118	7	17	33	33
YPL145C	NC_001148.4	278395	279699	-	1305	114	65	80	122	80	66	140	161	142
YPL144W	NC_001148.4	280480	280926	+	447	3	9	2	13	6	12	13	20	10
YNCP0005C	NC_001148.4	281056	281517	-	462	240	209	217	415	429	941	341	340	391
YPL143W	NC_001148.4;NC_001148.4	282122;282666	282140;282970	+;+	324	287	154	149	463	350	222	193	208	196
YPL141C	NC_001148.4	283464	286061	-	2598	31	20	13	46	35	23	19	23	16
YPL140C	NC_001148.4	287514	289034	-	1521	36	33	44	54	48	16	42	56	54
YPL139C	NC_001148.4	289669	291051	-	1383	39	23	34	63	62	32	41	55	56
YPL138C	NC_001148.4	291366	292427	-	1062	71	43	31	52	66	24	36	41	31
YPL137C	NC_001148.4	292817	296647	-	3831	169	89	102	322	173	228	303	328	336
YPL135W	NC_001148.4	297553	298050	+	498	327	165	197	522	507	288	157	149	162
YPL134C	NC_001148.4	298571	299503	-	933	56	48	59	168	79	97	89	112	86
YPL133C	NC_001148.4	299888	301228	-	1341	16	11	23	43	33	30	38	36	29
YPL132W	NC_001148.4	301716	302618	+	903	41	30	40	71	63	35	42	36	32
YPL131W	NC_001148.4	303121	304014	+	894	301	165	155	620	382	317	263	269	243
YPL130W	NC_001148.4	304387	305058	+	672	2	3	0	4	2	0	1	1	0
YPL129W	NC_001148.4;NC_001148.4	305298;305412	305306;306137	+;+	735	79	26	40	79	82	24	29	27	46
YPL128C	NC_001148.4	306533	308221	-	1689	21	12	11	31	37	25	25	30	46
YPL127C	NC_001148.4	308828	309604	-	777	118	60	66	61	53	50	26	50	46
YPL126W	NC_001148.4	310210	312900	+	2691	39	26	16	96	68	37	82	88	81
YPL125W	NC_001148.4	313388	316486	+	3099	38	25	30	78	51	42	65	90	93
YPL124W	NC_001148.4	316755	317516	+	762	21	9	10	13	7	3	4	4	5
YPL123C	NC_001148.4	317641	318945	-	1305	58	38	44	99	48	41	128	154	144
YPL122C	NC_001148.4	319226	320767	-	1542	34	18	20	40	25	13	31	32	30
YPL121C	NC_001148.4	320962	321630	-	669	4	3	2	0	1	1	0	0	1
YPL120W	NC_001148.4	322071	323744	+	1674	19	25	20	29	32	5	12	20	22
YPL119C-A	NC_001148.4	324024	324287	-	264	23	13	24	3	3	5	22	15	21
YPL119C	NC_001148.4	324411	326264	-	1854	43	31	37	13	14	13	51	57	39
YPL118W	NC_001148.4	326628	327662	+	1035	138	106	124	119	105	44	49	72	67
YPL117C	NC_001148.4	327864	328730	-	867	125	76	84	204	134	65	112	144	148
YPL116W	NC_001148.4	329606	331699	+	2094	72	45	37	66	46	26	33	37	40
YPL115C	NC_001148.4	332100	335486	-	3387	43	32	24	109	70	65	111	105	138
YPL113C	NC_001148.4	335953	337143	-	1191	6	7	11	19	19	17	15	17	19
YPL112C	NC_001148.4	337436	338620	-	1185	28	28	18	77	51	38	41	43	47
YNCP0006C	NC_001148.4	338848	338919	-	72	0	0	1	1	0	1	0	0	0
YPL111W	NC_001148.4	339944	340945	+	1002	142	95	127	137	120	83	23	21	22
YPL110C	NC_001148.4	341068	344739	-	3672	38	16	21	83	71	41	85	101	101
YPL109C	NC_001148.4;NC_001148.4	345264;345597	345444;347389	-;-	1974	27	16	19	69	35	44	60	55	61
YPL108W	NC_001148.4	348446	348952	+	507	11	4	5	16	10	4	6	3	5
YPL107W	NC_001148.4	349119	349865	+	747	43	23	24	58	62	27	50	62	75
YPL106C	NC_001148.4	350194	352275	-	2082	1684	1198	1390	816	974	444	204	200	185
YPL105C	NC_001148.4	352863	355412	-	2550	169	107	120	81	171	37	54	85	81
YPL104W	NC_001148.4	355700	357676	+	1977	53	40	29	48	44	24	32	43	41
YPL103C	NC_001148.4	358000	359406	-	1407	12	7	7	19	20	11	22	27	23
YPL101W	NC_001148.4	360209	361579	+	1371	30	17	18	40	32	15	28	34	36
YPL100W	NC_001148.4	361872	363362	+	1491	40	41	22	55	51	24	43	51	62
YPL099C	NC_001148.4	363520	364068	-	549	14	10	16	37	14	14	10	15	10
YPL098C	NC_001148.4	364386	364727	-	342	24	9	13	23	21	15	6	7	13
YPL097W	NC_001148.4	364952	366430	+	1479	31	20	13	49	42	36	27	38	27
YPL096C-A	NC_001148.4	366529	366735	-	207	17	11	18	19	11	13	4	13	11
YPL096W	NC_001148.4	366927	368018	+	1092	52	24	36	43	49	21	44	65	52
YPL095C	NC_001148.4	368071	369441	-	1371	55	31	23	68	50	39	637	745	734
YPL094C	NC_001148.4	369839	370663	-	825	98	78	102	156	165	49	89	85	93
YPL093W	NC_001148.4	370978	372921	+	1944	58	28	27	134	63	66	74	87	66
YPL092W	NC_001148.4	373793	375169	+	1377	466	257	357	233	197	133	83	112	87
YPL091W	NC_001148.4	375502	376953	+	1452	326	252	256	589	422	394	316	372	359
YPL090C	NC_001148.4;NC_001148.4	377291;378390	377995;378395	-;-	711	36	31	37	128	68	42	37	36	34
YPL089C	NC_001148.4	379120	381150	-	2031	69	30	55	32	53	23	53	53	65
YPL088W	NC_001148.4	381965	382993	+	1029	41	21	25	97	85	56	121	135	103
YPL087W	NC_001148.4	383455	384408	+	954	451	313	289	287	255	168	343	393	357
YPL086C	NC_001148.4	384773	386446	-	1674	32	20	28	75	51	42	32	38	39
YPL085W	NC_001148.4	387067	393654	+	6588	247	146	171	140	243	79	153	196	158
YPL084W	NC_001148.4	394038	396572	+	2535	26	22	29	62	34	24	59	68	74
YPL083C	NC_001148.4	396702	398105	-	1404	20	11	15	24	24	10	14	25	27
YPL082C	NC_001148.4	398480	404083	-	5604	163	117	111	223	175	103	224	275	249
YPL081W	NC_001148.4;NC_001148.4	404950;405458	404956;406044	+;+	594	35	19	14	116	74	63	64	80	76
YPL080C	NC_001148.4	406172	406498	-	327	4	5	6	7	5	0	5	5	3
YPL079W	NC_001148.4;NC_001148.4	406636;407068	406646;407539	+;+	483	170	102	115	308	218	198	96	112	119
YPL078C	NC_001148.4	408010	408744	-	735	782	643	734	1190	1048	536	374	480	466
YPL077C	NC_001148.4	409368	410090	-	723	2	6	2	13	8	6	11	13	13
YPL076W	NC_001148.4	410443	411285	+	843	13	14	3	11	19	11	23	23	23
YPL075W	NC_001148.4;NC_001148.4	412254;413013	412261;415362	+;+	2358	36	25	33	91	64	25	184	176	182
YPL074W	NC_001148.4	415763	418027	+	2265	76	43	56	86	85	32	72	77	76
YPL072W	NC_001148.4	418512	420011	+	1500	25	14	14	26	30	4	22	27	22
YPL071C	NC_001148.4	420048	420518	-	471	23	16	15	35	45	4	16	29	18
YPL070W	NC_001148.4	420948	422786	+	1839	49	23	28	95	55	17	46	71	81
YPL069C	NC_001148.4	422885	423892	-	1008	11	5	15	27	19	10	24	24	15
YPL068C	NC_001148.4	424215	425096	-	882	15	9	8	8	6	2	10	15	6
YPL067C	NC_001148.4	425251	425847	-	597	14	12	11	6	5	8	7	7	4
YPL066W	NC_001148.4	426233	427672	+	1440	41	18	39	38	36	10	37	23	49
YPL065W	NC_001148.4	427927	428655	+	729	31	17	26	27	29	5	10	21	21
YPL064C	NC_001148.4	428711	429616	-	906	42	31	46	35	44	18	24	26	38
YPL063W	NC_001148.4	429939	431369	+	1431	150	98	124	77	92	24	52	66	51
YPL062W	NC_001148.4	431895	432299	+	405	6	1	2	0	1	2	3	0	0
YPL061W	NC_001148.4	432588	434090	+	1503	293	179	230	519	405	347	123	158	176
YPL060W	NC_001148.4	434523	435764	+	1242	15	9	9	21	26	7	19	14	28
YNCP0007C	NC_001148.4	435893	435964	-	72	3	0	3	0	1	4	0	0	0
YPL060C-A	NC_001148.4	437333	442742	-	5410	0	1	0	0	0	0	0	0	0
YPL059W	NC_001148.4	444579	445031	+	453	53	24	22	120	70	59	41	51	40
YPL058C	NC_001148.4	445842	450377	-	4536	1216	742	849	1474	835	983	1253	1261	1282
YPL057C	NC_001148.4	451909	453057	-	1149	175	110	122	195	167	73	157	166	149
YPL056C	NC_001148.4	453430	453735	-	306	135	103	135	20	25	15	11	20	24
YPL055C	NC_001148.4	453992	454990	-	999	81	44	67	28	45	28	26	35	21
YPL054W	NC_001148.4	455759	456664	+	906	56	31	32	33	17	17	76	93	84
YPL053C	NC_001148.4	457118	458458	-	1341	64	48	46	146	97	64	78	94	62
YPL052W	NC_001148.4	458799	459678	+	880	57	20	21	63	68	31	42	35	59
YPL051W	NC_001148.4	459963	460559	+	597	9	8	10	27	28	5	12	14	12
YPL050C	NC_001148.4	460779	461966	-	1188	55	32	31	113	72	44	39	54	62
YPL049C	NC_001148.4	462481	463839	-	1359	31	15	18	30	24	14	16	16	25
YPL048W	NC_001148.4	464401	465648	+	1248	130	106	151	38	40	51	54	68	65
YPL047W	NC_001148.4	465962	466261	+	300	10	9	7	13	15	16	27	23	17
YPL046C	NC_001148.4	466644	466943	-	300	7	4	8	16	24	7	5	10	11
YPL045W	NC_001148.4	467260	469656	+	2397	31	22	19	95	61	36	38	68	62
YPL043W	NC_001148.4	469939	471996	+	2058	104	63	55	112	146	31	41	60	59
YPL042C	NC_001148.4	473040	474707	-	1668	37	27	24	96	55	39	68	54	76
YPL041C	NC_001148.4	475118	475741	-	624	16	9	5	10	18	8	21	25	16
YPL040C	NC_001148.4	475993	479001	-	3009	42	28	43	57	52	28	61	80	60
YPL039W	NC_001148.4	479225	480175	+	951	19	16	20	48	25	20	29	33	33
YPL038W-A	NC_001148.4	480182	480373	+	192	2	5	5	2	10	2	6	0	1
YPL038W	NC_001148.4	480535	481068	+	534	6	4	10	18	27	3	7	12	8
YPL037C	NC_001148.4	481428	481901	-	474	136	115	130	215	197	111	60	79	84
YPL036W	NC_001148.4	482843	485686	+	2844	21	14	12	41	21	38	82	78	72
YPL034W	NC_001148.4	486712	487209	+	498	10	6	7	19	15	4	8	11	12
YPL033C	NC_001148.4	487362	488207	-	846	0	2	0	0	1	0	2	2	0
YPL032C	NC_001148.4	488887	491364	-	2478	189	106	90	251	140	89	142	179	181
YPL031C	NC_001148.4;NC_001148.4	492018;493021	492918;493037	-;-	918	50	33	26	80	60	37	114	112	99
YPL030W	NC_001148.4	493543	495246	+	1704	10	11	9	15	13	13	18	27	16
YPL029W	NC_001148.4	495506	497719	+	2214	25	9	18	59	34	27	56	63	69
YPL028W	NC_001148.4	498096	499292	+	1197	29	27	33	133	83	98	165	191	186
YPL027W	NC_001148.4	499665	500402	+	738	3	4	3	6	9	4	6	7	9
YPL026C	NC_001148.4	500675	502183	-	1509	142	67	102	242	220	103	300	319	351
YPL024W	NC_001148.4	503517	504242	+	726	66	34	48	61	57	20	36	58	50
YPL023C	NC_001148.4	504339	506312	-	1974	38	20	19	34	31	20	34	40	35
YPL022W	NC_001148.4	506697	509999	+	3303	45	46	38	97	75	75	88	105	121
YPL021W	NC_001148.4	511101	511664	+	564	3	5	5	3	2	1	5	3	2
YPL020C	NC_001148.4	512313	514178	-	1866	112	60	71	86	141	16	37	58	55
YPL019C	NC_001148.4	514511	517018	-	2508	52	39	37	89	66	56	84	111	117
YPL018W	NC_001148.4	517651	518760	+	1110	106	85	85	24	24	14	59	76	63
YPL017C	NC_001148.4	518734	520233	-	1500	32	20	17	12	21	14	53	48	38
YPL016W	NC_001148.4	521014	524958	+	3945	149	117	108	213	221	53	132	142	167
YPL015C	NC_001148.4	525810	526883	-	1074	29	15	25	52	60	40	64	41	43
YPL014W	NC_001148.4	527547	528692	+	1146	68	43	46	51	82	43	47	44	68
YPL013C	NC_001148.4	528985	529350	-	366	91	60	68	94	133	22	18	37	44
YPL012W	NC_001148.4	529723	533409	+	3687	63	43	28	124	79	53	67	84	87
YPL011C	NC_001148.4	533642	534703	-	1062	31	14	24	51	41	23	29	40	22
YPL010W	NC_001148.4	535018	535587	+	570	58	41	28	94	92	66	28	53	36
YPL009C	NC_001148.4	535820	538936	-	3117	276	216	235	136	295	43	66	90	101
YPL008W	NC_001148.4	539385	541970	+	2586	22	19	8	48	38	13	21	33	22
YPL007C	NC_001148.4	542082	543848	-	1767	10	9	8	44	28	13	18	13	25
YPL006W	NC_001148.4	544631	548143	+	3513	65	38	41	123	79	101	273	287	251
YPL005W	NC_001148.4	548486	550306	+	1821	49	29	46	40	34	22	47	63	57
YPL004C	NC_001148.4	550632	551657	-	1026	445	335	428	268	225	124	336	399	297
YPL003W	NC_001148.4	552020	553408	+	1389	60	52	53	43	62	39	64	71	75
YPL002C	NC_001148.4	553627	554328	-	702	12	12	8	46	16	20	73	85	71
YPL001W	NC_001148.4	554605	555729	+	1125	6	12	4	24	17	13	17	15	25
YPR001W	NC_001148.4	556377	557837	+	1461	26	6	7	65	42	48	4	10	9
YPR002W	NC_001148.4	558385	559935	+	1551	17	15	14	140	114	83	8	12	4
YNCP0008C	NC_001148.4;NC_001148.4	560198;560253	560233;560289	-;-	73	1	1	0	0	1	2	0	0	0
YPR003C	NC_001148.4	561504	563768	-	2265	26	23	20	40	35	33	42	59	43
YPR004C	NC_001148.4	564007	565041	-	1035	88	62	67	127	97	84	65	92	90
YPR005C	NC_001148.4	565787	566671	-	885	44	24	31	48	57	17	17	22	28
YPR006C	NC_001148.4	567269	568996	-	1728	82	56	68	100	80	69	20	17	23
YPR007C	NC_001148.4	569336	571378	-	2043	4	3	1	8	11	2	3	6	5
YNCP0009W	NC_001148.4	572269	572339	+	71	0	0	0	0	1	1	0	0	0
YPR008W	NC_001148.4	573018	575102	+	2085	434	326	347	264	289	79	181	274	197
YPR009W	NC_001148.4	576552	577358	+	807	18	19	4	39	32	3	11	8	12
YPR010C	NC_001148.4	577585	581196	-	3612	43	29	26	193	67	126	94	113	118
YNCP0010W	NC_001148.4	582062	582134	+	73	1	0	0	0	0	0	1	0	0
YPR010C-A	NC_001148.4;NC_001148.4	582373;582702	582558;582734	-;-	219	2596	2029	2128	1095	1830	342	409	491	533
YPR011C	NC_001148.4	583062	584042	-	981	12	10	9	29	21	40	20	35	31
YPR013C	NC_001148.4	584632	585585	-	954	25	12	26	23	26	11	45	44	57
YPR014C	NC_001148.4	587189	587518	-	330	3	0	1	3	0	1	5	5	3
YNCP0026W	NC_001148.4	588998	589830	+	833	4	5	3	9	16	9	8	6	14
YPR015C	NC_001148.4	590283	591026	-	744	15	22	15	12	9	14	8	9	9
YPR016C	NC_001148.4	592332	593069	-	738	45	47	38	157	53	95	112	98	103
YPR017C	NC_001148.4	593486	593917	-	432	9	6	7	13	14	10	15	17	13
YPR018W	NC_001148.4	594476	596296	+	1821	51	45	46	54	134	16	25	43	37
YPR019W	NC_001148.4	596750	599551	+	2802	49	24	33	103	71	70	62	73	62
YPR020W	NC_001148.4	599870	600217	+	348	268	209	224	509	474	119	103	106	159
YPR021C	NC_001148.4	600649	603357	-	2709	45	29	27	163	97	43	86	87	67
YPR022C	NC_001148.4	603911	607312	-	3402	66	48	51	133	139	65	110	126	101
YPR023C	NC_001148.4	608826	610031	-	1206	75	57	76	105	111	72	104	115	102
YPR024W	NC_001148.4	610481	612724	+	2244	64	40	60	186	114	116	130	133	143
YPR025C	NC_001148.4	613377	614558	-	1182	109	81	102	74	105	18	40	36	62
YPR026W	NC_001148.4	615379	619014	+	3636	170	117	152	61	63	42	146	157	161
YPR027C	NC_001148.4	620425	621258	-	834	4	3	4	7	7	3	5	3	2
YNCP0011C	NC_001148.4;NC_001148.4	622540;622595	622575;622631	-;-	73	0	0	0	0	0	0	0	0	0
YPR028W	NC_001148.4;NC_001148.4	623527;623711	623577;624202	+;+	543	279	194	239	271	190	151	121	162	123
YPR029C	NC_001148.4	624469	626967	-	2499	38	27	27	108	56	38	69	71	71
YPR030W	NC_001148.4	627880	631245	+	3366	289	200	288	104	114	78	70	79	80
YPR031W	NC_001148.4	631515	633761	+	2247	21	11	16	44	30	19	34	32	45
YPR032W	NC_001148.4	634123	637224	+	3102	39	31	32	70	47	32	50	62	51
YPR033C	NC_001148.4	637379	639019	-	1641	68	35	45	175	90	104	70	109	106
YPR034W	NC_001148.4	639525	640958	+	1434	20	20	11	36	20	16	25	30	32
YPR035W	NC_001148.4	642208	643320	+	1113	200	101	81	517	340	217	1034	1170	1175
YPR036W	NC_001148.4	643836	645272	+	1437	144	102	117	314	177	182	175	237	192
YPR036W-A	NC_001148.4	645950	646153	+	204	1676	1037	1011	2160	3609	1013	139	157	141
YPR037C	NC_001148.4	646448	647038	-	591	39	24	22	32	32	20	27	43	37
YPR038W	NC_001148.4	646836	647195	+	360	14	8	5	18	10	13	21	18	22
YPR040W	NC_001148.4	647305	648375	+	1071	56	49	62	36	51	20	25	25	39
YPR041W	NC_001148.4	648704	649921	+	1218	41	33	19	84	48	40	21	36	41
YPR042C	NC_001148.4	650435	653662	-	3228	58	53	46	95	68	58	147	164	146
YPR043W	NC_001148.4;NC_001148.4	654166;654571	654167;654847	+;+	279	434	273	291	434	337	188	125	157	143
YPR045C	NC_001148.4	655140	656552	-	1413	63	42	56	63	82	18	53	57	65
YPR046W	NC_001148.4	656799	657344	+	546	6	5	6	12	18	9	5	4	8
YPR047W	NC_001148.4	657529	658938	+	1410	56	41	35	68	58	28	30	35	33
YPR048W	NC_001148.4	659182	661053	+	1872	20	13	17	49	35	36	19	28	20
YPR049C	NC_001148.4	661137	664673	-	3537	73	44	62	107	105	51	111	104	120
YPR051W	NC_001148.4	664960	665490	+	531	31	24	23	37	49	7	11	26	24
YPR052C	NC_001148.4	665693	665974	-	282	37	25	43	37	30	23	5	9	9
YPR053C	NC_001148.4	665788	666243	-	456	0	0	0	2	1	0	2	4	2
YPR054W	NC_001148.4	666280	667446	+	1167	4	3	0	3	3	0	5	4	4
YPR055W	NC_001148.4	667676	670873	+	3198	32	31	28	84	61	14	52	69	58
YPR056W	NC_001148.4	671126	672142	+	1017	29	10	18	35	37	19	24	29	26
YPR057W	NC_001148.4	672471	673496	+	1026	16	17	21	44	65	22	47	55	51
YPR058W	NC_001148.4	673751	674674	+	924	21	15	16	79	51	47	53	56	53
YPR060C	NC_001148.4	674861	675631	-	771	15	10	13	62	37	21	22	24	20
YPR061C	NC_001148.4	675977	676882	-	906	73	55	56	79	109	25	89	86	90
YPR062W	NC_001148.4	677165	677641	+	477	111	73	108	132	183	87	136	161	163
YPR063C	NC_001148.4;NC_001148.4	677812;678280	678193;678320	-;-	423	43	30	24	69	53	38	41	51	46
YPR064W	NC_001148.4	678951	679370	+	420	6	2	6	4	2	0	3	2	0
YPR065W	NC_001148.4	679693	680799	+	1107	205	100	140	288	289	69	199	270	271
YPR066W	NC_001148.4	681213	682112	+	900	3	7	3	11	2	8	15	11	5
YPR067W	NC_001148.4	682220	682777	+	558	31	26	16	68	65	37	33	30	25
YPR068C	NC_001148.4	682941	684353	-	1413	7	7	6	16	18	6	20	16	26
YPR069C	NC_001148.4	684556	685437	-	882	63	28	45	233	127	116	95	125	101
YPR070W	NC_001148.4	685898	687598	+	1701	12	7	5	45	19	13	23	37	33
YPR071W	NC_001148.4	688172	688807	+	636	5	3	4	2	5	5	5	5	8
YNCP0012W	NC_001148.4	689565	689646	+	82	1	0	0	1	0	0	1	1	0
YPR072W	NC_001148.4	690107	691789	+	1683	124	89	107	125	143	34	71	95	103
YPR073C	NC_001148.4	691933	692418	-	486	12	8	10	56	39	14	19	33	38
YPR074C	NC_001148.4	692796	694838	-	2043	85	57	67	297	151	161	90	101	93
YPR075C	NC_001148.4	695737	696819	-	1083	72	40	59	131	86	66	65	86	91
YPR078C	NC_001148.4	697147	698265	-	1119	3	7	6	2	2	5	0	3	0
YPR079W	NC_001148.4	698869	700014	+	1146	22	15	21	52	32	20	22	25	20
YPR080W	NC_001148.4	700594	701970	+	1377	317	194	257	728	376	495	368	409	331
YPR081C	NC_001148.4	702114	703970	-	1857	22	17	12	41	40	21	28	43	37
YPR082C	NC_001148.4	704225	704656	-	432	37	41	47	86	86	39	24	23	33
YPR083W	NC_001148.4	704854	706593	+	1740	37	22	30	101	92	42	39	46	47
YPR084W	NC_001148.4	706972	708342	+	1371	18	18	19	28	34	15	28	33	35
YPR085C	NC_001148.4	708497	709828	-	1332	18	9	15	38	40	18	28	23	25
YPR086W	NC_001148.4	710101	711138	+	1038	91	65	57	169	129	59	102	116	127
YPR088C	NC_001148.4	711403	713028	-	1626	89	55	57	106	76	63	94	135	108
YPR089W	NC_001148.4	713275	715941	+	2667	54	29	45	92	77	30	61	53	86
YPR091C	NC_001148.4	716156	718468	-	2313	75	47	44	89	81	32	40	60	59
YNCP0013C	NC_001148.4	718700	718806	-	107	52	38	36	29	24	30	38	21	34
YNCP0014C	NC_001148.4	718887	719050	-	164	84	81	101	74	76	111	75	66	47
YNCP0015C	NC_001148.4	719148	719242	-	95	34	45	63	47	34	57	23	25	14
YPR093C	NC_001148.4	719558	720424	-	867	14	9	12	17	22	8	16	19	14
YPR094W	NC_001148.4	720637	720960	+	324	23	11	14	20	28	5	7	12	12
YPR095C	NC_001148.4	721037	724717	-	3681	68	40	64	106	73	51	104	121	110
YPR096C	NC_001148.4	724842	725144	-	303	3	1	1	0	2	1	0	7	1
YPR097W	NC_001148.4	725394	728615	+	3222	61	44	40	105	57	36	67	95	84
YPR098C	NC_001148.4;NC_001148.4	728947;729482	729385;729528	-;-	486	216	156	196	170	157	96	147	167	184
YPR099C	NC_001148.4	729757	730113	-	357	177	132	120	199	223	66	65	112	117
YPR100W	NC_001148.4	729791	730213	+	423	186	134	152	194	232	72	85	103	135
YPR101W	NC_001148.4	730492	731019	+	528	18	10	4	46	78	19	18	19	20
YPR102C	NC_001148.4	731224	731748	-	525	56	23	35	113	80	48	35	38	49
YPR103W	NC_001148.4	732349	733212	+	864	496	336	413	227	233	93	114	144	141
YPR104C	NC_001148.4	733623	736433	-	2811	80	50	52	81	81	21	58	80	83
YPR105C	NC_001148.4	736984	739569	-	2586	33	32	38	80	44	24	30	38	38
YPR106W	NC_001148.4	740061	741392	+	1332	65	39	52	49	46	18	43	42	40
YPR107C	NC_001148.4	741438	742064	-	627	24	13	19	38	34	30	19	18	23
YPR108W	NC_001148.4	742454	743743	+	1290	149	112	104	251	169	119	81	108	123
YNCP0016W	NC_001148.4	744284	744355	+	72	3	0	0	0	0	1	1	0	1
YPR109W	NC_001148.4	744689	745573	+	885	66	46	35	99	88	54	46	65	61
YPR110C	NC_001148.4	745828	746835	-	1008	31	13	17	100	64	40	36	38	25
YPR111W	NC_001148.4	747306	749000	+	1695	30	20	21	84	66	29	25	26	29
YPR112C	NC_001148.4	749256	751919	-	2664	70	35	46	91	102	31	51	58	48
YPR113W	NC_001148.4	752257	752919	+	663	90	63	49	89	96	74	130	141	111
YPR114W	NC_001148.4	753301	754248	+	948	46	25	32	49	45	27	33	43	28
YPR115W	NC_001148.4	754877	758128	+	3252	80	53	53	166	125	97	237	309	272
YPR116W	NC_001148.4	758648	759481	+	834	4	4	2	8	6	10	19	16	16
YPR117W	NC_001148.4	760025	767494	+	7470	211	156	195	258	237	183	249	316	291
YPR118W	NC_001148.4	767752	768987	+	1236	17	5	10	92	43	49	32	43	38
YNCP0017C	NC_001148.4;NC_001148.4	769207;769266	769242;769302	-;-	73	0	1	0	0	0	0	0	0	0
YPR119W	NC_001148.4	771653	773128	+	1476	10	8	11	15	10	5	2	1	1
YPR120C	NC_001148.4	773875	775182	-	1308	21	11	10	21	21	10	14	8	13
YNCP0018C	NC_001148.4	775765	775836	-	72	0	0	0	0	0	0	0	0	0
YPR121W	NC_001148.4	778583	780301	+	1719	4	5	4	8	19	5	24	27	28
YPR122W	NC_001148.4	782045	785671	+	3627	21	11	18	48	35	19	76	58	61
YPR124W	NC_001148.4	786208	787428	+	1221	70	52	54	96	82	24	177	204	211
YPR125W	NC_001148.4	787961	789325	+	1365	45	33	34	90	77	33	28	50	54
YPR127W	NC_001148.4	790083	791120	+	1038	493	349	422	60	58	28	99	103	80
YPR128C	NC_001148.4	791218	792204	-	987	30	15	14	64	38	38	41	61	57
YPR129W	NC_001148.4	792687	793736	+	1050	95	66	80	65	89	32	39	48	51
YPR131C	NC_001148.4	793911	794498	-	588	8	5	7	25	17	11	8	13	20
YPR132W	NC_001148.4;NC_001148.4	794965;795395	795029;795767	+;+	438	313	223	225	565	388	246	175	240	194
YPR133C	NC_001148.4	795978	797210	-	1233	72	46	66	96	87	27	32	65	52
YPR133W-A	NC_001148.4	797557	797709	+	153	81	60	49	67	58	32	26	33	30
YPR134W	NC_001148.4	798051	798857	+	807	12	6	6	27	19	18	27	29	34
YPR135W	NC_001148.4	799234	802017	+	2784	31	25	15	45	29	27	46	64	53
